Book;Page;Unique Slug;Store;Name;Members;Description;SlugScript;"For Normal item -> SUBSTITUE(MINUSCULE(CONCATENER(A2;"" "";E2));"" "";""-"")
Sometimes it can happen to get two items with the same slug, just add ""-1""
For Weapon fusion we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-fusion-"";E2));"" "";""-"")
For Armor upgrade we use -> SUBSTITUE(MINUSCULE(CONCATENER(A2;""-armor-upgrade-"";E2));"" "";""-"")"
AR;75;ar-personal-submersible;PowArmor;Personal Submersible;;This bulky, bulbous armor is made of pressure-resistant plates with durable seals. Retractable ridges along the armor’s arms, legs, and back function as fins, providing increased mobility in most fluids. The armor grants you a swim speed and allows you to both breathe underwater and survive the pressure of thick atmospheres and great depths even when your environmental protections are not active.;ar-personal-submersible;
AR;42;ar-persuader;Weapon;Persuader;;"This small, brutish sidearm fires a surprisingly large globule of plasma that stretches into a rope as it travels, sometimes inflicting terrible wounds on its target. It is a perennial favorite of officers in the Veskarium; those seeking to surprise and intimidate their foes use the weapon’s reputation to their advantage. Although the first persuaders date back to the Silent War and are considered rare collectibles in the Pact Worlds, dozens of manufacturers make their own modern versions.";ar-persuader;
AR;38;ar-petrol-converter;Weapon;Petrol Converter;;This longarm has an extra cylinder connected to the petrol tank that contains a series of converter filters housing active bacteria. Diverting the petrol flow through this system before firing allows the bacteria to convert the fuel into acid. In addition to the tactical, advanced, elite, and paragon petrol converters, manufacturers have produced a light petrol converter for industrial applications.;ar-petrol-converter;
AR;55;ar-phasing;BattleWare;Phasing;;This ammunition is tipped with quantum-variable molecules, allowing it to phase through many materials prior to impacting with its target. If you take a move action to aim and then fire on the same turn a weapon with phasing ammo (including doing so with a sniper weapon), the attack ignores any cover the target has with a hardness equal to given value or less (hardness 10 for 7th-level rounds, hardness 20 for 14th-level rounds). The rounds literally bypass the cover, doing no damage to it.;ar-phasing;
AR;49;ar-photon-crystal;Weapon;Photon Crystal;;A photon crystal adds compressed photonic energy to a weapon strike, adding fire damage and the potential to burn the target. The shard photon crystal is presented here, while other models can be found in the Core Rulebook.;ar-photon-crystal;
AR;42;ar-plasma-array;Weapon;Plasma Array;;"A retractable coarse mesh of electromagnetically protected wire covers the wide muzzle of a plasma array; this mesh breaks apart plasma into a flurry of discrete charges. Plasma arrays are manufactured in the typical classifications for plasma weapons: red star, yellow star, white star, and blue star.";ar-plasma-array;
AR;42;ar-plasma-bolter;Weapon;Plasma Bolter;;One of the most common ranged weapons used by the vesk military during the war between the Pact Worlds and the Veskarium, the plasma bolter is a particularly hefty longarm with a bulky profile that speaks to its vesk origins. Unlike most common ranged plasma weapons, which lay out long lines of plasma or boost their output, plasma bolters focus on delivering a single heavy bolt of plasma. These weapons saw extensive use in fighting back the Swarm, and now many can be easily obtained on the open market as Pact Worlds manufacturers have begun offering their own tactical, advanced, elite, and paragon models of the classic weapon.;ar-plasma-bolter;
AR;42;ar-plasma-claw;Weapon;Plasma Claw;;The Xenowardens bioengineered these large arthropod claws based on a creature from a lost world in the Vast—the claws create a burst of plasma as they snap shut. The organic plasma claw and biodynamic plasma claw models function most similarly to the original creature. Other manufacturers have created the slightly different electrocellular and synthecite models, which are less powerful versions of the two earlier models.;ar-plasma-claw;
AR;42;ar-plasma-fork;Weapon;Plasma Fork;;Also known as a plasma rail gun, a plasma fork has two long metal prongs in place of a barrel. The mechanism magnetically accelerates a bolt of plasma between these two prongs, but it can also hold plasma temporarily between the prongs to charge up an even more devastating attack. Each model has a number of notches that infuse the plasma with energy, starting with 12-notch plasma forks and increasing in intensity to 15-notch, 19-notch, and 22-notch plasma forks.;ar-plasma-fork;
AR;43;ar-plasma-guide;Weapon;Plasma Guide;;"A plasma guide maintains a magnetic guidance system around its plasma discharge, which continues guiding the shot after it is fired. This increases accuracy at ranges far beyond those of typical plasma weapons and bypasses the advantage of partial cover as the magnetic guidance directs the plasma toward its target. Vesk snipers are believed to be the earliest users of the plasma guide during the Silent War, but it’s become a standard in many military and mercenary arsenals since then. This weapon has been continually refined since its invention; series-21, series-28, series-37, series-42, series-62, and series-73 plasma guides have proven generally stable and thus remain in production.";ar-plasma-guide;
AR;43;ar-plasma-lash;Weapon;Plasma Lash;;A plasma lash has a sturdy, braided handle with a thick but flexible cord that divides into several narrower cables as it gets farther from the handle, each trailing lines of uncontained plasma. These weapons come in red star, yellow star, white star and blue star models.;ar-plasma-lash;
AR;55;ar-plasma-missile;BattleWare;Plasma Missile;;Compatible with any weapon that can use missiles as ammunition, plasma missiles deal additional damage beyond even their analog counterparts, and come with an increased price tag to match. Ionized plasma missiles are the most common, while stellar plasma missiles and HED (high energy density) plasma missiles deal increased amounts of damage.;ar-plasma-missile;
AR;43;ar-plasma-ribbon;Weapon;Plasma Ribbon;;"While analog battle ribbons (see page 52) are the most traditional of such weapons, increased demand for showier displays in recent centuries has resulted in the development of the plasma ribbon. Much like the analog version, a plasma ribbon is a 10-foot-long ribbon about 3 inches wide, though this version is made from impermeable nanocarbon fiber. A series of fine, flexible wires along the edges produces a narrow magnetic field that turns the weapon into a streamer of glowing plasma in use. Student plasma ribbons allow the user to build up proficiency; battleflowers trade up to professional, competitor, and champion plasma ribbons as they become more skilled with the weapons.";ar-plasma-ribbon;
AR;43;ar-plasma-ring;Weapon;Plasma Ring;;Plasma rings are relatively flat, circular weapons with an easily grippable interior, allowing them to be used in a variety of orientations. Plasma cycles through a channel within the ring at high speeds, and a release valve allows a stream of plasma to escape in a directed jet. Single-valve plasma rings produce a small discharge, while dual-valve plasma rings have a synchronized pair of valves to produce a larger discharge. Multichannel plasma rings build plasma in a series of parallel rings that vent into a single release valve for an extremely powerful blast.;ar-plasma-ring;
